"","index","m0SSRes","m0int","m1SSRes","m1int","m1Pre","m2SSRes","m2int","m2Pre","m2Group","m3SSRes","m3int","m4SSRes","m4int","m4Group","ANCr2","ANC_MS_REG","ANC_MS_RES","ANC_Fobs","ANC_Sig","RMr2","RM_MS_REG","RM_MS_RES","RM_Fobs","RM_Sig"
"14",14,51.1148361940386,0.263997987207325,46.8065566071506,0.314808730186718,0.339155549025535,36.6102981659773,0.330257742341865,0.442275832102402,0.514648998992009,63.1635892469312,0.413813442461951,47.8228259492354,0.413813442461951,0.619289175137429,0.217838251310621,0.217838251310621,0.0211395067213346,10.30479349316,1,0.242873520656383,0.242873520656383,0.0199243810353583,12.1897649028782,1
"15",15,35.2034389349655,-5.19595471983219e-05,33.5699133830969,-0.000535192136177066,0.24441127853727,30.5664821857244,-0.000448392742502945,0.200509539979048,0.27641163139064,49.1817637376731,-0.00202908839276864,47.7437895189154,-0.00202908839276866,0.189603152581758,0.0894679459877557,0.0894679459877557,0.0246089744327634,3.63558206101599,0,0.0292379554834094,0.0292379554834094,0.0255463695925419,1.14450530348333,0
"16",16,39.6693868037409,0.224470531663752,28.5254039315736,0.240974062488363,0.523966672033192,25.7098386979315,0.241302741145525,0.534401812488379,0.265517669343014,37.7237093913844,0.255967822818877,34.495499231027,0.255967822818877,0.284086701570025,0.0987037813871456,0.0987037813871456,0.0243593572598069,4.05198627921138,0,0.08557509885533,0.08557509885533,0.0240638131880176,3.55617366984636,0
"17",17,45.578833403634,0.300503468427793,36.9387613836783,0.400024583641832,0.495404009605924,33.1955639094174,0.394830922432645,0.469550595664248,0.306868381203024,45.9024326012023,0.501392264812797,43.039407924851,0.501392264812797,0.267536197380432,0.101335218996131,0.101335218996131,0.0242882373244289,4.17219321610501,1,0.0623719597003729,0.0623719597003729,0.0246744221131481,2.52779819581417,0
"18",18,29.337448848201,0.250622839920682,20.5505848706513,0.301225081774664,0.526261085123611,18.4021290487632,0.300055945297139,0.514102117283899,0.232010041976339,27.6710688164814,0.346777093549555,25.8764935671428,0.346777093549555,0.211812136652894,0.104544753125557,0.104544753125557,0.0242014931587687,4.31976458806542,1,0.064853846493623,0.064853846493623,0.0246091093027994,2.63535935801811,0
"19",19,34.5622711190266,0.371157598259215,25.0832740945549,0.364419067864728,0.480460946445328,24.8039039141882,0.364214378915266,0.495055381823391,0.0848699605916406,36.1669189039423,0.357132461680807,34.9557670320388,0.357132461680807,0.174008036589083,0.011137707912994,0.011137707912994,0.0267260078942434,0.416736684246547,0,0.0334878366365758,0.0334878366365758,0.025434530614827,1.31662884382282,0
"20",20,60.7548633775908,0.233318623806938,52.3202511057564,0.283947355696046,0.4071556487224,49.1219779270698,0.287410161052848,0.435003487466142,0.28450529267853,70.2026413013433,0.357665988378629,65.1659018322811,0.357665988378629,0.354849949593565,0.0611287811333691,0.0611287811333691,0.0253748978072062,2.4090257071305,0,0.0717457260253518,0.0717457260253518,0.0244277440519644,2.9370590207892,0
"21",21,33.1404324971953,0.339378247324418,25.4590898912318,0.294699812246284,0.477792564801315,24.5808170754957,0.296999412021688,0.453200573770627,0.149885117757232,34.6349009814062,0.245868137771514,34.4133834000621,0.245868137771514,0.0744173335561142,0.0344974160305117,0.0344974160305117,0.0260946644316078,1.3220103336039,0,0.00639579080832375,0.00639579080832375,0.0261474791892546,0.244604489864251,0
"22",22,35.1822017972767,0.344829689979735,26.85522468775,0.296185753875457,0.477372622354081,25.9392044577175,0.294319172952429,0.495690519741163,0.152338534623915,36.8358250670897,0.242930389880792,35.1096860854737,0.242930389880792,0.20773414389647,0.0341095723712321,0.0341095723712321,0.0261051466926694,1.30662251290127,0,0.0468603317143604,0.0468603317143604,0.0250826228496221,1.86823889970767,0
"23",23,46.4154838996198,0.228944126218943,38.3080849504391,0.256355000018933,0.494517258336991,35.1598205689978,0.25674287950512,0.501514959376131,0.280619305995304,46.7790190568783,0.284373685729505,43.3935958604362,0.284373685729505,0.290921948142542,0.082182766001339,0.082182766001339,0.024805871189153,3.31303687641801,0,0.0723705469823076,0.0723705469823076,0.0244113013952024,2.96463288911466,0
"24",24,63.11331644641,0.375144769514956,50.6531427796167,0.277092132948609,0.525250467764696,46.7080448625384,0.28176718417052,0.500207053052731,0.315175485369221,60.8324984908438,0.18846690327025,57.909240454758,0.18846690327025,0.270335811357179,0.0778845635352335,0.0778845635352335,0.0249220388233721,3.12512808792324,0,0.0480542162266404,0.0480542162266404,0.025051204836141,1.91823972303772,0
"25",25,42.2662643661022,0.205583111047912,33.3759899144318,0.181702021643884,0.512005663439431,32.2467692642763,0.181993676869219,0.505752635170211,0.168118013535566,41.4519693088668,0.158940874234348,40.5213249716816,0.158940874234348,0.152532319295387,0.0338333230879609,0.0338333230879609,0.0261126128895146,1.29566976813518,0,0.0224511489490591,0.0224511489490591,0.0257249697644984,0.872737622418613,0
"26",26,46.2155270284601,0.31228144837457,30.2670937690176,0.358503755332449,0.609125203793975,29.8322576290751,0.357917606687243,0.601400840029741,-0.104570646339317,36.8342934501146,0.388164545429133,36.6215373158249,0.388164545429133,-0.0729308121252175,0.0143666300854959,0.0143666300854959,0.026638739727419,0.539313429708105,0,0.00577603408024882,0.00577603408024882,0.0261637885768356,0.220764437966859,0
"27",27,44.6678770996737,0.164252571464254,30.8186660433124,0.244926843266559,0.589969864411385,28.0765368576594,0.254050195285529,0.65668881499329,0.27015031142139,37.5082164478991,0.300995609827398,32.4816620694403,0.300995609827398,0.354490986431912,0.0889762451690559,0.0889762451690559,0.0246222636440796,3.61365008738546,0,0.134012087336676,0.134012087336676,0.0227891555964033,5.88052009078506,1
"28",28,24.6241974347391,-0.101413286524724,15.8209737258815,-0.0898674844067672,0.500114353237596,12.3872633216541,-0.0911442908716947,0.444808603763191,0.29754696053973,24.6161477001539,-0.078326962280653,22.9064264847987,-0.078326962280653,0.206743876291127,0.217035339525921,0.217035339525921,0.02116120703984,10.2562835436236,1,0.069455271238259,0.069455271238259,0.0244880191779406,2.83629601616884,0
"29",29,31.6482576195566,0.44586198530175,21.2875985695524,0.306173023934457,0.512628162338953,20.9335877653535,0.308775162847494,0.503078877441387,0.0945523682077309,30.6525023549996,0.173366302017517,30.5711917769007,0.173366302017517,0.0450861891544733,0.0166299079270141,0.0166299079270141,0.0265775700560266,0.625712128383353,0,0.0026526571030718,0.0026526571030718,0.0262459827078139,0.101069071507163,0
"30",30,35.1126883739674,0.472873607316699,25.7140700045181,0.505665552623751,0.491386739407002,24.31940721057,0.505950077851869,0.495650345082563,0.186773282811365,35.7832130009787,0.539607083573354,34.215421782256,0.539607083573354,0.197976716984769,0.0542373414128178,0.0542373414128178,0.0255611529347887,2.1218660031176,0,0.043813595461084,0.043813595461084,0.0251628001194452,1.74120508262616,0
"31",31,38.5977242746517,0.142673832109911,32.4957986621331,0.248470993595221,0.434986956521649,27.4442605581743,0.248751773211204,0.43614138702711,0.355372378018381,42.7909180556921,0.385892990521722,37.6972658729224,0.385892990521722,0.356849134185922,0.155452037245827,0.155452037245827,0.0228256206149776,6.81041886518622,1,0.119035823819913,0.119035823819913,0.0231832677942128,5.13455759889153,1
"32",32,26.1270450763707,0.425427248781001,25.9868511598782,0.409202217725973,0.070541110658286,25.710036504807,0.409133162469072,0.0708413402542785,0.083189121072234,50.3259756836885,0.195419088948863,50.0332165980596,0.195419088948863,0.0855510206877919,0.0106521045342545,0.0106521045342545,0.026739132309885,0.398371361149838,0,0.00581725603233198,0.00581725603233198,0.0261627037886228,0.222349191403592,0
"33",33,31.1297698555043,0.216261515552605,26.2874163189803,0.208000395260346,0.340796793898855,25.8476870725572,0.208150203394542,0.334616744459092,0.105038283049598,44.4051601487521,0.192020911062907,44.2401275807988,0.192020911062907,0.0642325011098938,0.0167277468841839,0.0167277468841839,0.0265749257598869,0.629456015618801,0,0.00371651779659069,0.00371651779659069,0.0262179863737739,0.14175450942748,0
"34",34,32.844072145559,0.38589181712155,24.4058428713458,0.364338437447532,0.46309141960208,22.1311693543127,0.366552846999265,0.415513077903363,0.243091780148537,35.7485976207469,0.339349430971234,35.0667515985127,0.339349430971234,0.130560907456463,0.0932020061353332,0.0932020061353332,0.0245080538882342,3.8029133835093,0,0.0190733642048798,0.0190733642048798,0.0258138588367137,0.738880782045368,0
"35",35,40.3419736169662,0.316862085070993,31.4924503119385,0.314307784541986,0.477297926099732,29.8075574755049,0.314484826646588,0.444215746301701,0.207810403230337,42.1057207116762,0.311510499846479,41.5114676958159,0.311510499846479,0.12188652672264,0.0535014843159052,0.0535014843159052,0.025581040964435,2.09145063292333,0,0.0141133557582251,0.0141133557582251,0.0259443853747835,0.54398497225309,0
"36",36,39.9531592124677,0.339983340638496,34.9493092357421,0.294927942730354,0.454766183708642,33.9506802792985,0.292564089146929,0.478625714927786,0.159091380410905,42.1420353138052,0.240909575872804,40.4381901525963,0.240909575872804,0.206388296737539,0.028573639315946,0.028573639315946,0.0262547665049744,1.0883219742416,0,0.0404310126106021,0.0404310126106021,0.0252518154576157,1.60111310327228,0
"37",37,59.0655603322226,-0.0470875829562357,33.2858366325144,0.193599663643666,0.889304511194359,27.3149079426161,0.15982025483448,0.764494488794526,0.402452152119867,33.6852633509757,0.223559021857061,28.9811297035161,0.223559021857061,0.342933435503875,0.179383464379136,0.179383464379136,0.0221788252870504,8.08805074468362,1,0.139649602808386,0.139649602808386,0.0226407999260951,6.16805074309365,1
"38",38,34.6643431042532,0.29338763275764,23.4523350159882,0.226461403149028,0.546527748048925,19.3820270182331,0.205466997900023,0.717970620140565,0.359639358028116,31.1713237026788,0.170930484245903,21.7310135594137,0.170930484245903,0.485806292241699,0.173556620054262,0.173556620054262,0.022336307566101,7.77015715514511,1,0.302852398355281,0.302852398355281,0.0183459895169663,16.5078257607857,1
"39",39,40.7344709741519,0.486381284676442,25.2315635143742,0.504544828422006,0.618515352472368,24.2639651698749,0.505325355851261,0.645094317721811,0.157815253352986,31.1290413390566,0.515747643446616,29.2216083280363,0.515747643446616,0.218370843464757,0.0383487271388519,0.0383487271388519,0.0259905749421932,1.47548591072514,0,0.0612750322197419,0.0612750322197419,0.0247032886257963,2.48044028258472,0
"40",40,36.9616290857297,0.446626938253905,24.4995428599546,0.465925459118743,0.590420030515706,23.4903961123729,0.464020353576577,0.532135124629947,0.168121389777369,30.4967079556932,0.479313025898969,30.4752586049283,0.479313025898969,0.0231567218993267,0.0411904317296967,0.0411904317296967,0.0259137721154136,1.58951894561103,0,0.000703333317027968,0.000703333317027968,0.0262972807021835,0.0267454770321393,0
